id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words
chal-946,Last week Fred had 78 dollars and Jason had 31 dollars. Jason delivered newspapers and now has 57 dollars. Fred washed cars over the weekend and now has 90 dollars. How much money did Jason earn by delivering newspapers?,31,31,16,,
chal-947,Josh had 15 marbles in his collection. He found 9 marbles while he lost 23 marbles. How many more marbles did he lose than those he found?,18,26,,,
chal-948,Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day. How many emails did Jack receive in the afternoon?,21,17,35,,
chal-949,Luke gained 146 points in each round of a game. If he played 157 rounds of a trivia game. How many points did he score in the game?,14,11,28,,
chal-950,There were some roses in the vase. Jessica cut 16 more roses from her flower garden and put them in the vase. There are now 23 roses in the vase. How many roses were there in the vase at the beginning?,13,21,32,,
chal-951,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 39 inches farther than the grasshopper and the mouse jumped 94 inches lesser than the frog. How far did the frog jump?",24,24,27,,
chal-952,Adam has 5 more apples than Jackie. Jackie has 89 oranges and 11 apples. How many apples does Adam have?,26,12,22,,
chal-953,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days. How many visitors visited the Buckingham palace on the previous day?",15,22,10,,
chal-954,29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon?,12,12,25,,
chal-955,Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add?,11,22,22,,
chal-956,There were 174 parents in the program and 521 pupils too. How many more pupils were present compared to parents in the program?,14,24,23,18,
chal-957,Paco ate 19 cookies and had 35 cookies left. How many cookies did he have in the beginning?,28,15,26,,
chal-958,If each bag has 3 cookies and you had 21 cookies in total. How many bags of cookies do you have?,13,25,,,
chal-959,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog. How far did the mouse jump?",13,26,26,,
chal-960,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days. How many drums of grapes would be filled per day?",13,23,25,,
chal-961,Katie had 84 new games and 19 old games. Her friends had 8 new games and 69 old games. How many new games do they have together?,20,27,21,,
chal-962,"Being his favorite, he saved checking on the grapevines after 57 stops. He was told by 252 of the pickers that they fill 108 drums of grapes per day. How many drums of grapes would be filled in 58 days?",11,10,10,5,
chal-963,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days. How many visitors visited the Buckingham palace on that day?",22,17,37,,
chal-964,Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Adam?,11,11,14,,
chal-965,There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets. How many green peaches are in each basket?,16,14,21,10,
chal-966,"A chef had 40 apples and 54 peaches. After making some pies, he had 39 apples left. How many apples did he use?",14,21,15,,
chal-967,A mailman has to give 38 pieces of junk mail to each of the 78 blocks. If there are 19 houses on a block. How many pieces of junk mail should he give each house?,29,31,,,
chal-968,Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour. How many more cups of flour than cups of sugar does she need to add now?,30,23,26,,
chal-969,Julia played tag with 13 kids on monday and 10 kids on tuesday. She played cards with 15 kids on wednesday. How many kids did she play with altogether?,33,18,35,,
chal-970,Jesse needs a carpet of size 10 square feet to cover her room. If her room is 5 feet long. What is the width of her room?,12,45,24,,
chal-971,There are 4502 skittles in Steven's skittles collection. Steven also has 4276 erasers. If the skittles and erasers are organized into 154 groups. How big is each group?,12,30,,,
chal-972,A mailman has to give 4 pieces of junk mail to each house in each of the 16 blocks. If there are 17 houses in each block. How many pieces of junk mail should he give in total?,30,19,33,,
chal-973,A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long. How many more pages does the first chapter have than the third chapter?,17,10,14,10,14
chal-974,Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left. How many more apps did he add than he deleted?,12,14,40,,
chal-975,Bobby ate 17 pieces of candy. Then he ate 15 more. If he initially had 36 pieces of candy. How many pieces of candy does he still have left?,19,23,,,
chal-976,Winter is almost here and most animals are migrating to warmer countries. There are some bird families living near the mountain. 20 bird families flew away for winter while 14 bird families stayed behind. How many bird families were living near the mountain at the start?,15,13,25,,
chal-977,Frank was reading through some books. Each book had 66 pages and it took Frank 12 days to finish each book. If he takes 492 days to finish all books. How many books did he read?,13,11,11,,
chal-978,David did 36 more push-ups but 33 less crunches than Zachary in gym class today. If Zachary did 58 push-ups and 33 crunches. How many more push-ups than crunches did Zachary do?,8,8,9,,
chal-979,Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles?,9,9,18,12,
chal-980,Baker made 81 cakes. Then he made 92 more cakes. He sold 46 of them. How many more cakes did baker make than those he sold?,26,11,32,,
chal-981,10 red peaches and some more green peaches are in the basket. If there are a total of 15 peaches in the basket. How many green peaches are in the basket?,14,28,15,,
chal-982,62 campers went rowing in the morning. 39 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon?,21,21,25,,
chal-983,In a school there are 315 girls and 309 boys. There are also 772 teachers. How many people are there in that school?,25,16,20,,
chal-984,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy. How many boys did she give the marbles to?,13,6,7,9,
chal-985,Lewis earns $ 28 every week during the 1091 weeks of harvest. He also earns $ 939 per week for working overtime. If he works overtime every week. How much money does he earn during harvest season?,33,29,13,,
chal-986,"Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have?",22,16,17,20,
chal-987,Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have?,11,16,14,,
chal-988,Rachel picked 3 ripe apples from her tree. Now the tree has 2 ripe apples and 27 unripe apples. How many ripe apples did the tree have to begin with?,14,22,21,,
chal-989,Melissa scored 109 points in each game. She also got 82 bonus points in each game. How many points did she score in 79 games?,28,25,11,,
chal-990,"Rachel had to complete 4 pages of reading homework, 7 pages of math homework and 19 more pages of biology homework. How many more pages of math homework than reading homework did she have?",8,21,27,,
chal-991,After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron. How deep was the water?,22,24,10,,
chal-992,In a school there are 308 girls and 318 boys. There are also 36 teachers. How many pupils are there in that school?,24,19,21,,
chal-993,Friends of Katie had 57 games and she had 63 ds games. How many more games does Katie have than her friends?,11,13,17,,
chal-994,Luke scored 84 points after playing 2 rounds of a trivia game. If he gained the same number of points each round. How many points did he score per round?,28,23,28,,
chal-995,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He needs 22 g of wax more. If the feathers require a total of 353 g of wax. How many grams of wax does he already have?,18,24,13,,
chal-996,Paige was helping her mom plant flowers and together they planted 36 seeds. They put 12 seeds in each flower bed and only 58 seeds grew into flowers in each flower bed. How many flower beds did they have?,7,8,10,29,
